id,source_id,collection,language,model,source_collection,unit_type,original,rewritten,delta,change_pct,known_failed_output
plainvoice-enrichment-svo-v3:cec85a3541dc63a515cb9ae4,mcts-references:3c750aaa756fb9ac389e5333,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,29,37,8,27.586206896551737,False
plainvoice-enrichment-svo-v3:9b376d53d8555359dca28cda,mcts-references:72dd94b09189eae91c4f22fe,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,39,39,0,0.0,False
plainvoice-enrichment-svo-v3:131f447707e489bc15284381,arxivedits-alignment:a084a1952dd4dd0bf889bbfa,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,18,12,-6,-33.333333333333336,False
plainvoice-enrichment-svo-v3:a697f3fd26f4be5307ee8d31,iterater-human-doc:ccd2a8c60ac0d30806e27a64,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,146,166,20,13.698630136986312,False
plainvoice-enrichment-svo-v3:06507a43790ec0c4455b761c,asset-references:d97221f1ee9613bf2026cd5d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,14,15,1,7.14285714285714,False
plainvoice-enrichment-svo-v3:c565c9316c3fda1b309b3f0a,mcts-references:cc5908c281c2c583be8f01ac,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,50,53,3,6.000000000000005,False
plainvoice-enrichment-svo-v3:3d1e253f9490e94e5fcfd400,mcts-references:70a0ecd07922910c34eb96bc,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,47,58,11,23.404255319148938,False
plainvoice-enrichment-svo-v3:055e35ae98dd5bf7f260d595,coedit:44cc7477355510876043ac2b,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,53,67,14,26.415094339622634,False
plainvoice-enrichment-svo-v3:63f2d40605df104d110aa299,mcts-references:e8f0478473b6d28df77b0f54,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,25,28,3,12.00000000000001,False
plainvoice-enrichment-svo-v3:cd711572db05e936713e5765,mcts-references:2377288b83fe6f6d7b9cff26,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,34,35,1,2.941176470588225,False
plainvoice-enrichment-svo-v3:6554e433372a307530576eba,arxivedits-alignment:8e05ee8fc2de5725d386daf3,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,44,45,1,2.2727272727272707,False
plainvoice-enrichment-svo-v3:bd7c16137b4ea08ba2113031,iterater-human-doc:64b8998b48d59a0b5029f28a,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,118,124,6,5.084745762711873,False
plainvoice-enrichment-svo-v3:88737bb8750e60581ec77ac8,asset-references:ef3b1b79f6a9120775a69521,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,15,17,2,13.33333333333333,False
plainvoice-enrichment-svo-v3:e2b2c5e33826b0de1dcbb679,mcts-references:5669f8bfa92fbd1fa7982406,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,33,31,-2,-6.060606060606055,False
plainvoice-enrichment-svo-v3:5d0dd5988799baf145769238,coedit:2e10a54db6eb9191f0c66ef1,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,35,31,-4,-11.428571428571432,False
plainvoice-enrichment-svo-v3:6111c6c9d7c66e74e835fdfa,mcts-references:cf38bad72842475091e15a73,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,32,39,7,21.875,False
plainvoice-enrichment-svo-v3:8dc7f16861b65de7de1ff51b,mcts-references:632eae0eabbdf6dbc7e50f62,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,53,57,4,7.547169811320753,False
plainvoice-enrichment-svo-v3:40d4482fa155c2954910d7d0,arxivedits-alignment:987d33a6f06a2fcb7ff26de2,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,20,18,-2,-9.999999999999998,False
plainvoice-enrichment-svo-v3:2752104c86d8cb32e861d73a,mcts-references:3f67444e760092b1863907f4,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,36,33,-3,-8.333333333333337,False
plainvoice-enrichment-svo-v3:78ba06d81797ffd7ef728d61,iterater-human-doc:d27754a1c7695a50237e9054,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,153,139,-14,-9.150326797385622,False
plainvoice-enrichment-svo-v3:520d29809b71e014c2e73310,asset-references:fb32dff69b056b3f17d22347,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,7,7,0,0.0,False
plainvoice-enrichment-svo-v3:0bfcc3a37ee7d1ae5b926c8b,mcts-references:5e762f6704635645836c9fd3,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,69,75,6,8.695652173913038,False
plainvoice-enrichment-svo-v3:1e88b886c81ccdba305b517d,coedit:63a337885a72bccdb878dd73,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,14,10,-4,-28.57142857142857,False
plainvoice-enrichment-svo-v3:08b6ccdb4faa263ef978d19a,mcts-references:eb756c2f1d4e89762c9eeca1,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,60,66,6,10.000000000000009,False
plainvoice-enrichment-svo-v3:45a7b791ec4e80aed98f3be4,mcts-references:0df05501c63be3de641a0cf7,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,48,64,16,33.33333333333333,False
plainvoice-enrichment-svo-v3:8cc1f3af681d738151c11124,arxivedits-alignment:148c4663083fedb8a3bf9714,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,24,23,-1,-4.1666666666666625,False
plainvoice-enrichment-svo-v3:446694016ac063a986944796,mcts-references:ec8dbe428576dccfd336df6b,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,42,42,0,0.0,False
plainvoice-enrichment-svo-v3:681484e15344d5d397537959,asset-references:af933f2697fa5aff8b50e6d4,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,14,15,1,7.14285714285714,False
plainvoice-enrichment-svo-v3:2effaf9985e182344639363d,mcts-references:c5e6822629b748b6e49a26b5,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,35,40,5,14.28571428571428,False
plainvoice-enrichment-svo-v3:39c96789e751206082617e42,coedit:f9110940c2980eb50fc46280,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,25,24,-1,-4.0000000000000036,False
plainvoice-enrichment-svo-v3:d50b07cdaad8689a27399002,iterater-human-doc:4b3f840411c2e94b9eab5ee7,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,159,190,31,19.496855345911946,False
plainvoice-enrichment-svo-v3:197ff7b9585a76cb4e24b82f,mcts-references:718117e5048893de2521fdb0,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,48,46,-2,-4.1666666666666625,False
plainvoice-enrichment-svo-v3:1e2608e51d9441a0f9ae84e8,mcts-references:c1e569b124638a8da9b749f7,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,36,36,0,0.0,False
plainvoice-enrichment-svo-v3:2509e0566b1688f4a1556621,arxivedits-alignment:087d682086e2d62ccbf2da27,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,18,22,4,22.222222222222232,False
plainvoice-enrichment-svo-v3:0b65e866529a6f984cac3dc0,mcts-references:d8a8d04a8e0a88c352f129fd,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,42,45,3,7.14285714285714,False
plainvoice-enrichment-svo-v3:72cb4f9c84ce7cf46db0ee7d,asset-references:e57a6451b55c4fca304f03e4,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,12,13,1,8.333333333333325,False
plainvoice-enrichment-svo-v3:19a33d63d43d7df77617d8ee,mcts-references:5596a3a4f350540b18dbd9a0,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,46,51,5,10.869565217391308,False
plainvoice-enrichment-svo-v3:24787b4757d0e65fe76dbd47,coedit:8ae7ff4f1e69caadb9decd19,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,19,18,-1,-5.263157894736848,False
plainvoice-enrichment-svo-v3:61f8b3ed7a14bcb97ad532a7,mcts-references:7f1740b35f5cd1725ce9887d,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,62,60,-2,-3.2258064516129004,False
plainvoice-enrichment-svo-v3:cfdb1c5f8ad015023fb0d0d8,iterater-human-doc:e13007f9d504f038190d1aea,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,270,270,0,0.0,False
plainvoice-enrichment-svo-v3:987447d4d88097ea48616b2f,mcts-references:b089f70e35a066d5029c163c,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,50,56,6,12.00000000000001,False
plainvoice-enrichment-svo-v3:aa64fdf8ad8a743d7e928b76,iterater-human-doc:89f8aad40bab1373b352aad8,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,59,55,-4,-6.779661016949157,False
plainvoice-enrichment-svo-v3:0d22073c52419604bb6f9f59,arxivedits-alignment:799e7f8ae7ce74f68e8742a8,ai-enrichment-units,en,google/gemini-2.5-flash-lite,arxivedits-alignment,scientific-sentence-revision-unit,47,45,-2,-4.255319148936165,False
plainvoice-enrichment-svo-v3:cf47e0f2a2bf0d6b87be5ed3,asset-references:22e01ee240cb145da37826a7,ai-enrichment-units,en,google/gemini-2.5-flash-lite,asset-references,human-reference-sentence,15,16,1,6.666666666666665,False
plainvoice-enrichment-svo-v3:4cb0fbb2ac1ba5140490a4d3,mcts-references:281afbdf2e8fd13fb7b31cd4,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,56,67,11,19.64285714285714,False
plainvoice-enrichment-svo-v3:c02da60ba101697a61f1c6a3,mcts-references:6141a6cc2934199acdaa8a13,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,41,60,19,46.34146341463414,False
plainvoice-enrichment-svo-v3:02322e0fa9298a6a226e96b3,coedit:b3c7f7680614b17613fc32ef,ai-enrichment-units,en,google/gemini-2.5-flash-lite,coedit,instruction-editing-source-unit,23,23,0,0.0,False
plainvoice-enrichment-svo-v3:7848518b004db9b66878eaca,mcts-references:0b3351bca04290634db149d0,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,39,45,6,15.384615384615374,False
plainvoice-enrichment-svo-v3:308fe54d36b47ba1d19297a1,mcts-references:1a549e106dd8c771231c8da4,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,48,54,6,12.5,False
plainvoice-enrichment-svo-v3:b08db62a85b4abde5c89b77d,iterater-human-doc:617caee0f055085ecff799ae,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,155,140,-15,-9.677419354838712,False
plainvoice-enrichment-svo-v3:e05a2aba6d8684b8e5ef488a,mcts-references:041da1f411336fe399a097d8,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,37,-3,-7.499999999999996,False
plainvoice-enrichment-svo-v3:a42fe54ed8011c99e4155b48,mcts-references:028dc89e1485f24c880c6cb8,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,43,49,6,13.953488372093027,False
plainvoice-enrichment-svo-v3:ec27c146cc481419842492e0,iterater-human-doc:64af454fad84e49478935a6d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,195,199,4,2.051282051282044,False
plainvoice-enrichment-svo-v3:20a6a1b60cdf0446a3f2a9ed,iterater-human-doc:828f51293796848d6ac43807,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,203,175,-28,-13.793103448275868,False
plainvoice-enrichment-svo-v3:6f4bb3d1c46b24c9ddcf5218,mcts-references:32192a85846e3ab435f6f69e,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,23,23,0,0.0,False
plainvoice-enrichment-svo-v3:4b91cba23c837a09b1c623d6,iterater-human-doc:527bea2a22693c5d886b9adf,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,109,113,4,3.669724770642202,False
plainvoice-enrichment-svo-v3:7e594e6efe3a9b00e2c0c097,mcts-references:6e84895536eafb040f58090f,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,90,100,10,11.111111111111116,False
plainvoice-enrichment-svo-v3:3f56fe20432d625725bfd6b7,mcts-references:f15f136c97dde4db000564ce,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,60,45,-15,-25.0,False
plainvoice-enrichment-svo-v3:7dc238f02d5e8a914242b8be,iterater-human-doc:93c3d6a19afdab6067505516,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,151,146,-5,-3.31125827814569,False
plainvoice-enrichment-svo-v3:09f4ccdc92f93a4af6bd0571,mcts-references:1733e38f8d362a420584af92,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,68,59,-9,-13.235294117647056,False
plainvoice-enrichment-svo-v3:89ac0bac6a2c14d65b95b82f,iterater-human-doc:cb126993f1e6c76108ea9f87,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,147,140,-7,-4.761904761904767,False
plainvoice-enrichment-svo-v3:14c09ff3b6882ade4323600b,iterater-human-doc:73dd212505f67801ede475d8,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,134,131,-3,-2.238805970149249,False
plainvoice-enrichment-svo-v3:0861463c773bf10705c7a6c2,mcts-references:fefcb8881758e197c3ebad8c,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,60,90,30,50.0,False
plainvoice-enrichment-svo-v3:e4ff0e052988c0b3671df7e1,mcts-references:a96ae8223f45f7a9fbcaa6c7,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,103,119,16,15.533980582524265,False
plainvoice-enrichment-svo-v3:a22605105975fffa586b8193,iterater-human-doc:db922749d2c645602d2b9cc6,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,319,330,11,3.4482758620689724,False
plainvoice-enrichment-svo-v3:506ed6edc8ee04e3ea5a541a,mcts-references:b760c3296db639670fd4db3e,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,59,66,7,11.864406779661007,False
plainvoice-enrichment-svo-v3:3ca77c87eee187ba06f71480,iterater-human-doc:ec55a8db95fc4f5af56b8036,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,203,176,-27,-13.300492610837434,False
plainvoice-enrichment-svo-v3:29d876487197450a082a6b47,iterater-human-doc:42381233e522f00624ebbbda,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,255,259,4,1.5686274509803866,False
plainvoice-enrichment-svo-v3:168efc0ae4eb21fbd6dc2389,mcts-references:adfa02313bc85322cd69cf26,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,75,74,-1,-1.3333333333333308,False
plainvoice-enrichment-svo-v3:25e645803e7717a0d521da6f,iterater-human-doc:b1788c3bcf9db5780bb8fccb,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,117,143,26,22.222222222222232,False
plainvoice-enrichment-svo-v3:3e4542952792a45adb4af3d9,mcts-references:344464e4dbdda75d11c3cfe0,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,64,51,-13,-20.3125,False
plainvoice-enrichment-svo-v3:228ce6cf8eb3560b133c7dcb,iterater-human-doc:70e62a7ef2329c02233bdac8,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,68,63,-5,-7.352941176470584,False
plainvoice-enrichment-svo-v3:ccafd0d25081387cb2178343,mcts-references:376d5fb023318dd705007f05,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,28,52,24,85.71428571428572,False
plainvoice-enrichment-svo-v3:c6a7167095c22b112a555d0d,iterater-human-doc:126e78bde84ce1f785b02e7e,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,180,169,-11,-6.111111111111112,False
plainvoice-enrichment-svo-v3:84326d017339ee9da0ba4aab,mcts-references:0e7aa5d0520cc975e0603bcb,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,50,48,-2,-4.0000000000000036,False
plainvoice-enrichment-svo-v3:416c97ea31843af82457dd84,iterater-human-doc:6c834a63818b181545eec4d8,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,110,116,6,5.454545454545445,False
plainvoice-enrichment-svo-v3:0f6332ab6a7b52f9b3c37c15,mcts-references:bf084e563aecce800e7e27f8,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,33,0,-33,-100.0,False
plainvoice-enrichment-svo-v3:4211470b881917408870d372,mcts-references:0a9b31382a835cb4e0499c82,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,52,55,3,5.769230769230771,False
plainvoice-enrichment-svo-v3:7f92005bc6fc6ac2db1efb93,iterater-human-doc:2134cc76fcfe7ed8799d1485,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,71,94,23,32.3943661971831,False
plainvoice-enrichment-svo-v3:bbed737b3d90ea2dc4f5d463,mcts-references:6b3075ad4792178e0cbf6ddf,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,54,53,-1,-1.851851851851849,False
plainvoice-enrichment-svo-v3:84d3079f71e3c0fe2e03c9a7,iterater-human-doc:3e7f6aeb4ef96d8eff411afd,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,169,173,4,2.3668639053254337,False
plainvoice-enrichment-svo-v3:4aa3521f85633ef174bbffbe,mcts-references:e87833ddcc9cc751704223d3,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,53,70,17,32.0754716981132,False
plainvoice-enrichment-svo-v3:0c79aab311410c7705d4edb5,iterater-human-doc:72f48bf3290c90e93d475beb,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,190,202,12,6.315789473684208,False
plainvoice-enrichment-svo-v3:e91761f64d488ab18691efa3,mcts-references:ef23257591aa1395e41f42c5,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,41,37,-4,-9.756097560975608,False
plainvoice-enrichment-svo-v3:98005fe85c60b3caf8e9c4f8,iterater-human-doc:84de3832bc1b4bae5c59b8be,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,483,280,-203,-42.028985507246375,False
plainvoice-enrichment-svo-v3:c5fea4f2de813e6ca73d1e42,iterater-human-doc:cad7e0586ba8ce683fd7999f,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,118,114,-4,-3.3898305084745783,False
plainvoice-enrichment-svo-v3:a6b1e72e40833d5914621fa8,mcts-references:d45c6e29adfdc4bd63c5aebb,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,66,76,10,15.15151515151516,False
plainvoice-enrichment-svo-v3:a7cc690377b984df4ac4b95f,mcts-references:c43fe0653e8c20fd55f4f177,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,53,81,28,52.830188679245296,False
plainvoice-enrichment-svo-v3:0106f699f0afe7f80f5a5810,iterater-human-doc:9e14c46e293403c82afb014b,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,363,328,-35,-9.641873278236911,False
plainvoice-enrichment-svo-v3:efa26675ac47eea0e079b3ff,mcts-references:d2e6cb46e8eeca88bebd8fe7,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,39,41,2,5.128205128205132,False
plainvoice-enrichment-svo-v3:95155795ab0f86fcbe8c4a0e,iterater-human-doc:30a9bac93df133183d81347e,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,145,131,-14,-9.6551724137931,False
plainvoice-enrichment-svo-v3:6054b32f1e4fc427b7fbd2a2,mcts-references:cb78c1d14de166bb9554870a,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,46,52,6,13.043478260869556,False
plainvoice-enrichment-svo-v3:273dd9a707b4691995daadd8,mcts-references:c8100b3f03e598f270b1cfc9,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,34,38,4,11.764705882352944,False
plainvoice-enrichment-svo-v3:6458171502054f519b5a290f,iterater-human-doc:35b1977e2b6f1c0022926c78,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,165,179,14,8.484848484848495,False
plainvoice-enrichment-svo-v3:81a3ddc7e1ec1dfcb6146474,iterater-human-doc:110eb811a2096f7eaf99845a,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,271,281,10,3.690036900368998,False
plainvoice-enrichment-svo-v3:e2c8814b06ed96137f638ce8,mcts-references:15f6e2192a12b4bfb1b932d0,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,40,43,3,7.499999999999996,False
plainvoice-enrichment-svo-v3:71d3c468672d1e8d72815514,mcts-references:c936f329d4930b3fab4e5742,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,50,51,1,2.0000000000000018,False
plainvoice-enrichment-svo-v3:d16f138b255b72192d7003fb,iterater-human-doc:8fc98d4c3ede1231dc035e7c,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,175,187,12,6.8571428571428505,False
plainvoice-enrichment-svo-v3:99761366d3e3e1ef7e101b4d,mcts-references:2fcb7d48fc8498b1e1159660,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,51,48,-3,-5.882352941176472,False
plainvoice-enrichment-svo-v3:162e1946d7655d426f34d932,iterater-human-doc:61abfad0ebe1bbda447366a0,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,947,852,-95,-10.031678986272441,False
plainvoice-enrichment-svo-v3:bc743fe3987fad67196b3d15,mcts-references:1b158071dd3dad308e78b491,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,60,69,9,14.999999999999991,False
plainvoice-enrichment-svo-v3:46a4ba0b1a36c44898818ea2,iterater-human-doc:3a182e241dbcd4d209e75478,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,145,141,-4,-2.758620689655178,False
plainvoice-enrichment-svo-v3:b7d026601b74500f19674714,mcts-references:1223e38f0834849b22a6a284,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,80,106,26,32.49999999999999,False
plainvoice-enrichment-svo-v3:268a9816ced76097c96ac459,iterater-human-doc:932d1bf4b6d8fd4f9fb02c5d,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,1157,726,-431,-37.25151253241141,False
plainvoice-enrichment-svo-v3:772848313db1debe306e68f8,iterater-human-doc:6d44afa9d384a50159e3dfda,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,549,556,7,1.2750455373406133,False
plainvoice-enrichment-svo-v3:f2c3ccb5db3eb75f62e37098,iterater-human-doc:39a4fd79b1393dcd790fd6cc,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,342,303,-39,-11.403508771929827,False
plainvoice-enrichment-svo-v3:d7c66f1ca204c2119533dd9e,mcts-references:f2c93aae4f0707503538e3aa,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,57,69,12,21.052631578947366,False
plainvoice-enrichment-svo-v3:bdd56ebd1673ed202c6375aa,mcts-references:425f7d490a222d2022f9c1ce,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,36,35,-1,-2.777777777777779,False
plainvoice-enrichment-svo-v3:9ca97e00c1acd812303302e1,mcts-references:9a414916cdd21b06750bea86,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,24,30,6,25.0,False
plainvoice-enrichment-svo-v3:66038f04694c3e372eae917c,iterater-human-doc:44469d24dc6d8687d35336a5,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,105,130,25,23.809523809523814,False
plainvoice-enrichment-svo-v3:fd4fb5409b1a3772ab8be9ae,iterater-human-doc:4b52154a13eed921c0191c76,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,488,374,-114,-23.360655737704917,False
plainvoice-enrichment-svo-v3:75ec52a4d0a0d2c6ce9f21f2,mcts-references:678aa0dfc98fc8e43b195e27,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,43,46,3,6.976744186046502,False
plainvoice-enrichment-svo-v3:0883593da6ca1f5e86169815,iterater-human-doc:b500411d43c308d033df6407,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,82,84,2,2.4390243902439046,False
plainvoice-enrichment-svo-v3:1ff5a8555679cb6d8a306389,mcts-references:9db414eb23855b343892ec0a,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,59,54,-5,-8.47457627118644,False
plainvoice-enrichment-svo-v3:13cb88e68627b03a7c4bdb23,mcts-references:a063902bfa776be4e719e615,ai-enrichment-units,zh,google/gemini-2.5-flash-lite,mcts-references,human-reference-sentence,50,46,-4,-7.9999999999999964,False
plainvoice-enrichment-svo-v3:14c066a64f3d20ad17b8d7bb,iterater-human-doc:805fca229e90ec763760844a,ai-enrichment-units,en,google/gemini-2.5-flash-lite,iterater-human-doc,human-document-revision-unit,406,383,-23,-5.66502463054187,False
